Height,Weight
176.2277268,90.65077853
187.2399802,101.3844899
176.4115756,99.45535605
179.7971761,95.80592458
182.2918979,91.08081228
176.1323731,94.71444361
165.8265048,73.21885768
180.1414848,94.27272177
174.2355232,82.0236028
174.2536429,80.20208548
176.4760101,88.27071256
167.4644764,73.93932053
174.0492971,78.59418392
187.7799753,97.80352311
180.8427621,95.3153413
169.0537307,83.93371787
182.2253816,85.25958147
177.1518665,85.35745278
169.5466615,81.43882264
177.0187525,96.03378563
178.8249328,89.67157411
175.3101297,84.49874286
164.4200094,75.34438561
180.3351091,85.64350837
163.7279282,73.2001205
177.1637874,87.7592832
181.678196,85.85691257
173.5529063,94.24957954
179.7423892,90.41136097
181.4043861,95.19002633
176.2518042,81.72615304
182.8843998,89.00128869
175.7463464,85.92794247
168.0625627,75.07610181
170.8712432,82.73261106
180.1262219,85.98182789
175.564515,86.01279762
171.2189257,77.19742368
185.2641686,98.02007668
179.0469589,80.3165259
175.280979,88.92725081
169.5757592,76.06760349
175.5664859,81.46869299
185.7407187,100.0902481
171.4165327,74.52300707
164.985899,71.00746273
172.1675223,83.31624532
171.8624929,77.2492094
168.8500484,76.48797789
185.3871583,95.09010812
176.69061,88.60739507
180.3490428,88.1431774
177.5857189,99.50353209
182.1107401,93.05972773
171.8308498,81.13973157
173.4707086,82.42897511
174.4656294,92.33333895
175.04606,74.9133944
175.1606344,89.78011299
170.8079774,78.6002511
175.0462936,83.43724546
167.229903,63.29152742
164.2645319,72.66023631
168.3915802,74.20946656
170.4278678,87.9764851
170.1756559,86.13410101
180.2434061,83.56250178
173.7890154,86.54333156
171.8374201,85.36632256
192.0752906,102.6060393
179.1950747,89.75650061
174.9827308,86.41539355
173.4427111,79.94404027
165.0874988,80.61558825
166.5624597,78.78511669
176.0374641,95.46464496
166.8899772,77.15625472
172.2221372,78.68001924
175.8090142,83.88580324
172.7581153,88.12700439
157.2944503,67.65310384
170.8565613,87.30320131
171.8991275,81.53352849
177.7260952,92.01716681
165.8961923,74.09757872
182.6412538,98.44203514
168.2341163,83.08046975
167.1699548,75.56099306
185.0261676,93.10016131
180.2115864,86.04780347
181.2132714,99.1490135
180.481387,92.1424217
157.2908901,63.45982065
174.6566422,89.03729999
171.6632112,81.61798877
171.0987045,74.45527723
167.3330577,76.28277308
174.4846959,86.06569907
176.6185483,88.52772822
169.2521147,86.39474236
177.31715,92.72626958
174.4468792,88.9728069
181.902554,95.10498567
177.0120801,86.605863
180.0887594,89.7861924
172.7347675,84.72206701
179.3639897,85.57640494
181.7908332,80.00303415
185.4526727,94.95017902
154.3002194,61.76465455
175.4685838,86.6066713
176.1203936,86.83821722
172.1031298,83.88650158
193.1087879,105.3755319
183.458145,91.52527392
175.059445,85.42444025
165.9507163,79.22242703
167.4683048,83.43522691
178.9853908,85.05641156
185.8798508,96.99949384
174.1192344,79.47817197
174.064697,76.90416739
161.5349968,65.58573927
170.5463727,79.68667523
179.8735814,89.44761736
186.7669234,101.1174124
167.9983151,75.02617853
172.4833984,77.29989274
181.4407746,98.26344919
170.4662067,78.79233426
186.1411516,98.83590046
161.7283612,73.03427485
175.8323136,87.88631933
176.962115,80.33983435
179.0330383,92.90809258
175.2718818,80.16417257
173.8830508,87.43524924
167.7028238,75.7321832
176.0681496,84.70286088
175.457461,85.50489461
186.8481667,94.51110579
167.8627298,73.2532094
186.7560002,97.50706616
176.9848129,93.04688527
169.359024,83.0968328
185.3226303,94.75312093
173.3470552,94.31337812
182.7698298,95.55542698
180.4889287,92.65652502
170.1214529,88.54058239
173.9341253,86.49365433
181.0624811,90.55298705
165.050359,75.6689193
169.575185,81.10111969
174.6660508,84.26476447
175.2410607,87.88571385
181.0897943,103.7820837
175.3856751,87.2482859
169.0153643,79.82470371
174.0294296,79.89625695
171.3476769,80.50465344
181.2477513,91.51707431
174.2196313,80.21460631
177.1296602,84.1523203
177.377997,85.29390644
183.9228878,85.90326613
166.203876,75.34015431
168.3198482,77.22411904
177.7347242,96.52630943
180.8713533,88.97003245
177.6409965,91.75216777
181.3204964,91.32258767
164.0555054,71.87350961
174.7341804,79.14703505
173.8521967,83.36267212
175.7720084,85.32224554
176.342084,79.91993022
176.799812,88.0878893
185.1195357,88.08734363
157.9329613,66.17854771
174.9417548,87.01423581
180.5434122,95.1878931
183.3436367,91.29059016
183.0393976,94.70177844
171.145347,82.8591953
172.5539717,75.49361574
179.8369029,87.72176378
166.494768,80.94266674
178.2857102,93.41354871
182.3186482,90.35999085
173.0509326,87.10307516
173.6330857,79.49692602
167.8695068,77.11356345
181.8135128,93.14402686
186.783136,88.9236703
180.6334509,94.41302325
179.8175285,92.02962462
182.1918136,85.5451941
160.5191871,73.67682493
172.9768281,82.94038541
167.2744933,71.35794194
173.5999995,81.04600059
176.6829815,84.92035388
174.5698923,77.84589747
178.2020252,90.96069901
175.0652751,87.96389926
163.3224425,70.52889714
178.957308,87.32911747
174.3051205,72.51233631
176.9484694,79.94979679
175.4095667,77.88579529
170.756545,82.42202947
167.9341312,77.73961754
174.2881639,81.2528533
175.8924925,85.03460711
176.8904417,82.55579528
184.904452,97.28370673
190.6117475,94.58591906
180.2706177,86.28317419
188.9455516,98.49468622
163.4798962,70.79387178
181.1705827,93.61467162
170.6169421,80.80867644
188.9802466,103.7992656
162.2245192,79.13972162
174.9704191,74.48656609
183.2152552,96.232843
173.7454645,93.44672858
165.3353472,75.94651109
175.843385,88.54961322
182.7473822,94.88032845
171.3559963,82.69040473
176.054788,86.26646116
161.8768623,72.73116564
154.1267362,58.64990997
179.4848406,88.73453331
171.6888391,84.70894871
189.60975,103.1924726
178.9863803,89.44268703
182.7377867,95.05305339
188.0254071,95.14512774
179.7868595,99.98836281
164.4072327,76.75136656
173.6928812,84.29808501
181.5318208,87.40331975
170.0389125,80.29761721
179.8243267,90.69453338
165.8427843,76.52563798
156.855185,56.03137745
158.7009051,72.68459731
172.2264269,89.39509571
176.5960255,73.46872151
184.1519219,91.46912013
179.0326487,88.35346127
169.3919294,73.73836797
181.0814707,79.74644847
182.3637887,94.97278007
185.5631144,92.74157074
174.8875201,95.64852963
167.7554274,76.8050479
187.9241896,101.2989346
175.8991094,87.51916622
176.1252693,78.4282347
180.279713,86.89559628
161.4456452,71.26816841
177.2161834,82.91457386
165.578733,68.89470191
177.7465097,87.69796844
177.1665168,84.10864383
180.7754351,88.6238531
179.2528845,79.0143145
166.7537674,74.6838384
170.5315719,74.31878184
167.4319408,79.25157524
187.4180566,96.569989
172.0526184,78.37809426
166.4819537,78.00890242
180.8833379,88.86929434
166.6045792,79.29484356
166.7955884,79.18212927
157.4107491,63.62886502
187.7058443,97.77615692
183.7491465,97.91156803
178.5917036,83.5715411
170.4735335,76.29515739
167.4685037,68.66685174
170.7584724,84.3545772
178.0904328,92.18882361
190.0974093,101.5799645
163.8993487,67.34579573
177.9301869,93.98183446
182.4562487,93.07393127
185.0053188,94.99236349
186.186739,90.34052551
168.6387088,74.87198637
168.9485114,81.99153251
175.952944,91.76109921
173.309163,88.5692767
178.8512273,83.56646151
177.1062884,85.48111776
166.3972641,71.30694184
175.6086642,89.15456189
187.1121195,94.51323201
167.3675914,71.75144403
173.6202496,83.73237013
178.8788155,89.76926833
183.0837109,92.01895562
182.146257,90.3014487
166.9520712,70.86193777
162.301779,76.33932403
178.6026647,91.40363604
167.1033737,79.19030486
177.361759,89.32623182
173.5611212,89.70088896
172.0636367,75.13446816
190.5860792,105.6352796
186.4463086,87.4218769
176.6690952,87.17206749
163.9291611,71.2725831
171.5687741,74.16011592
185.6650541,93.05783612
169.0471119,77.75863785
187.9386746,94.78466339
179.9912277,95.14505605
181.7845836,93.55809356
167.2295135,80.38180788
178.4998555,96.032799
156.9047459,67.81873493
190.0553611,99.94281333
181.8770705,87.28376219
170.8406631,74.11081509
180.1474539,90.6178716
190.6515584,99.1478122
185.6762257,101.2446608
179.4814598,98.86123033
170.5474551,77.65847885
170.4928097,66.92203661
176.5933577,77.12750739
165.6707168,72.95395668
173.7625756,83.97245979
174.6591978,80.32360821
172.5596468,85.67631524
175.8640849,72.23220641
173.9029388,85.31125498
166.8635057,68.47452935
176.354735,78.1656411
167.9838942,75.46129725
180.0277023,84.52225362
167.5715851,85.12033951
164.9453532,74.33474701
173.6562524,89.33472049
176.5949003,86.04975843
168.7972294,85.71747894
176.4654377,80.44178231
174.5744507,83.5200909
187.4044372,100.3527375
194.3147837,98.82968927
180.9132829,90.34770781
163.8457745,74.6160503
168.9196899,74.05791563
175.7944491,85.10511751
161.4077791,68.1960415
177.1170662,91.94631998
174.2648495,82.42893205
181.5188908,93.70795987
176.5540995,92.52615258
187.3494748,105.0558403
173.4255784,88.5365908
184.0347689,90.84994371
179.7537509,88.61058406
178.9484375,85.32012781
175.0164111,88.29611429
175.8656051,89.54454534
170.8857321,70.94920149
181.5179623,94.24214532
174.8552091,77.98205824
181.3711504,98.3946695
178.1679801,86.44800221
179.5264152,93.4943101
174.0944348,91.22138467
181.4442064,93.7094123
165.660884,72.11531571
179.7638046,94.44854381
177.1906408,85.19004877
162.4648279,76.36196681
178.5725747,89.28280475
178.604797,93.22308322
171.209736,74.64962729
170.4886178,75.8367392
173.6790529,76.65583415
176.728727,83.56063576
158.8319233,76.27300355
176.1155267,83.51509382
169.6401669,78.09741412
191.4938823,99.15734185
178.3426179,86.02747572
180.6030516,89.24873298
177.2764752,82.42818664
168.8384849,79.55511613
179.6128338,94.66938526
161.5915419,73.78806734
179.1951705,86.78068204
171.2031656,87.39478437
181.4453443,96.76830727
174.227249,85.00428881
181.4889094,92.28250905
179.5749265,86.17589331
181.3343198,89.49690332
179.0335336,87.70652508
188.9967972,102.8297704
161.037075,83.99985791
173.7352866,77.71351296
171.2718296,79.43501157
179.8624799,89.00432731
170.4600884,88.33810962
172.0296785,83.67341335
174.1191138,81.44552344
174.2934918,87.36437681
179.338633,89.51241099
170.4004243,74.46878449
165.8917388,75.89850735
177.6073327,84.3075957
173.6461726,87.98856886
180.0093045,93.37823379
193.071242,106.7927779
172.6335582,80.27069203
177.2033221,90.27679536
176.7044279,91.0377522
181.7624476,97.05897958
180.2334451,91.4728765
166.2199427,65.37713432
180.2793563,91.89918527
172.7018422,83.44191758
179.1170283,90.5226483
175.5373463,79.85278826
181.8781557,88.41985362
177.5194788,92.31428475
168.8005229,75.6068232
178.5400396,94.12421486
159.0547116,69.33288651
169.2190719,66.32912318
165.989732,71.10568844
181.8811193,95.23841851
176.3088026,83.41652608
177.5302865,91.07984682
166.7915348,74.48690021
163.5970141,70.14393935
174.31229,85.93265988
176.7847179,80.10202869
171.3312074,78.59489181
173.1517863,84.02932862
176.6661797,92.44708036
166.9981369,82.57719032
185.7308786,91.49122008
169.217152,80.66800572
175.6306088,91.91052872
167.5531194,84.47036557
170.6962967,84.12045405
166.2530512,79.76165166
185.4964337,95.06734961
173.5258021,81.36118532
168.4890749,75.00972726
183.799438,89.93049724
172.0022658,83.88358693
179.0130819,90.83088909
180.7539988,90.46619785
176.1611401,91.7762744
178.0469836,91.62273908
176.0151209,89.52035499
160.807322,71.21555138
172.4335639,83.16306649
185.9355435,92.08966126
185.778534,87.9632977
180.0757957,88.72321451
183.2424394,97.45602167
183.2172558,83.52769168
180.8648116,87.88039278
168.2804623,77.16030816
183.7476355,93.30370254
172.8950622,75.41579354
181.3491646,89.9957072
166.9441214,76.96334067
170.4605364,72.59752899
183.4261887,92.9581285
160.044849,67.08708236
176.7056542,82.07739228
178.8261643,98.80923153
172.7967476,85.89292492
177.2358922,79.87314652
157.6797334,59.09272965
167.219426,72.26587604
179.7835775,87.07522974
176.7114327,82.62366029
171.0107446,85.43483595
172.2490888,86.98080273
169.3728966,73.8297947
176.8848602,89.62806148
164.526563,82.82129256
187.8658703,90.72164811
172.5507949,83.646683
169.5959003,75.06483485
175.0983482,80.12801528
194.1437791,103.8149576
175.2502092,81.8057365
186.6946726,102.4991905
176.7918826,86.09931159
183.0511452,91.74445873
179.0426303,81.15609742
170.2685204,75.76992779
168.1076356,78.30703949
174.4832921,81.62955429
169.2992137,72.64159585
177.390189,80.91740295
168.2624646,70.12019289
184.9400203,94.73216598
163.7658573,76.85238026
177.1763775,82.39092665
179.4800687,92.4623667
184.075371,83.66337759
173.1556934,90.58314407
185.3874154,93.72544245
179.1552545,89.16908664
177.9192608,86.18357098
175.3008106,89.25053435
186.8148722,100.832364
173.0199685,81.6763199
173.4505981,80.93559887
181.6787011,91.96520634
186.427219,100.2192295
177.4051928,90.09710515
178.1859933,92.4123306
168.4013037,68.10654908
194.2920523,103.0285675
180.4222584,84.71397024
169.242844,77.30166997
167.8318635,82.74788252
179.3574325,85.0358101
165.6168409,71.96897293
169.8291277,79.74023776
187.3453157,100.1396111
177.5411386,88.79468705
176.5993921,85.74130184
169.5309728,69.91070634
175.4492098,81.36842497
174.1468469,78.10643941
178.619277,86.39193824
182.7507659,94.38748143
180.1280416,87.03671485
178.7426533,89.53108468
172.203052,86.03875997
174.4979889,94.37807064
175.5511648,85.60064509
171.9506433,85.01398003
181.0520388,98.83932944
181.426041,91.55428327
180.4501251,92.81750024
164.4046901,65.02130893
170.556325,82.56791786
183.6209104,91.67292614
178.4168801,87.45077429
163.7229589,72.08334346
189.1410709,96.83377387
165.8592445,73.85306721
184.7837963,96.24347661
166.924174,70.3863848
174.9808411,88.3059413
185.5175579,95.01636023
177.4462958,89.95719466
177.4474403,81.4934711
182.2845266,87.40281627
169.7249486,81.55655294
172.1807423,86.41235845
175.8968132,88.96805401
175.0813672,82.02143448
175.252659,84.65628489
168.5899471,76.1056575
168.5963591,81.40565113
175.3986072,82.26360444
166.7953875,73.2198235
159.3923089,67.92980457
169.1080862,73.11988796
170.8713135,84.98652384
177.3848412,79.8374869
188.5097346,108.2131944
180.9255425,94.81564066
179.7376774,88.35816453
172.4125428,74.26409284
170.4708978,82.78618773
169.011123,79.42089958
170.4116954,82.04604964
174.9892808,78.31458106
182.5820497,94.15463772
179.1509653,88.00114487
175.7885948,85.21501478
169.8110339,73.12990064
195.9884343,103.739802
173.2242848,80.0394057
169.6613145,84.81893646
188.1383238,99.07519053
177.0170273,83.74168009
179.0262038,90.42774913
168.1555276,74.67687565
182.5190353,87.73829592
167.5770262,77.59908213
184.5994812,98.68411752
177.3225351,85.30477219
175.3695908,80.82320772
162.1807231,68.94446968
164.8708545,65.85073382
165.2154278,66.97751272
174.9409663,83.20625385
177.7548375,80.8974252
159.2816314,69.31814177
169.9855294,78.75910994
170.8633717,81.66274085
183.1912148,90.87117232
176.8129643,77.24499247
165.5691402,75.63127451
188.1638984,88.35013009
155.2494447,69.30483428
173.5364903,93.63324884
162.4404381,74.73902305
174.1966887,82.17592951
164.9118088,83.91536104
176.935774,95.03678843
180.6467134,89.51431102
159.5226444,67.40605837
179.8606047,91.27372231
176.6557568,90.35272082
170.2621593,85.48380731
171.187959,80.87554279
176.2044821,78.66653749
189.3446478,99.0815333
169.0535735,78.64687909
170.8402802,84.51362304
167.644998,74.91875771
170.9001089,92.14075545
172.5285694,73.33259414
167.7863899,74.6025048
167.2452344,77.47004675
175.3388996,77.25130894
178.6308757,87.31517219
168.9971385,75.46467166
181.5380542,89.14940712
177.9192041,83.28839103
174.2585048,84.95387702
175.2152471,80.86747468
187.4237677,100.8777543
175.4449395,86.44915261
185.8973907,92.57985854
174.4405564,87.17867966
164.9027341,81.3785288
167.922522,87.4369254
172.0824342,76.9928295
182.407315,87.45999541
175.7564207,84.24527753
171.214216,85.54477149
177.4866489,81.50183255
163.4913589,73.70646944
171.4318488,83.18141562
185.7309803,100.4460896
171.8384815,85.67893144
174.0862707,87.00933933
179.6408854,97.18731056
173.3045818,82.72738907
171.9506935,74.3618174
187.2405266,90.02087842
174.9004813,85.00091175
168.8433656,79.80831846
177.7295946,85.55920429
171.5927054,91.07206161
188.6509274,95.22596724
183.1184043,91.56328696
176.7072404,82.91427897
181.8997872,93.51408368
170.531916,77.96201692
173.7757542,77.70993313
198.3635034,115.9793172
174.3522741,81.10986748
177.8681784,84.53081645
188.7872196,100.1738552
183.4683561,91.68779871
171.8733268,87.58029039
168.7174353,71.3446184
165.2806282,81.98971398
175.6587345,93.67363818
172.2254922,81.64862301
173.3264133,87.98950948
184.274084,92.36384296
188.1033242,96.03926881
186.0214421,91.21726075
185.0077196,96.25405472
173.4053426,76.16296333
177.9824206,93.93285912
182.2162847,84.29672652
174.4318576,78.40210028
178.262634,83.78902508
170.0444001,82.7214446
171.8970109,85.41654188
172.4750759,76.51095201
170.6865576,78.69304075
170.1745694,80.76538295
167.7154596,78.95142313
172.2482862,87.11977886
181.4770348,86.71642931
178.0014812,85.99921077
187.2528976,95.35569808
168.6255369,72.29209862
173.218063,86.12574887
173.4194137,79.91341619
167.4867044,80.41524584
169.8545698,77.25758453
168.1429427,75.26602988
186.189646,105.3470338
175.9839917,93.84065202
182.2951946,90.88008197
161.6442859,74.05247821
183.2903242,85.68957628
182.8883323,94.13944565
173.1412255,78.67846049
175.4756379,86.11751924
170.6586643,77.06111815
161.5821477,72.93199344
182.1703535,95.71135029
179.0068196,87.93214585
185.0836721,98.58153221
173.1336233,80.16868074
176.9850402,92.22297024
160.0201206,75.09486169
182.2656376,96.04240971
181.9393828,91.40051748
180.5028277,91.02872934
178.0924668,85.97061944
178.9401409,93.66663196
174.0953272,78.60736733
181.1881588,100.2991855
170.6395841,77.03328165
185.6901145,99.69344537
180.054216,82.95650998
182.6519741,89.84697061
186.8660164,98.25609106
177.2960011,92.19637288
179.3947893,84.02654662
168.4390249,67.25214909
178.4841737,87.22892892
180.2859046,93.67716885
178.6002686,82.45822152
181.6447993,96.49203873
180.3363074,88.88545503
169.4060854,70.36525728
184.5538589,94.12323332
168.9355086,82.52570116
169.1087159,74.44217207
169.4806876,84.05690766
176.0106881,80.81892233
173.5403751,80.92679507
167.1268007,73.49448466
178.114354,98.62254676
175.4227851,86.09477595
180.1056512,89.45585023
169.5554897,80.91301671
174.2169722,80.75993005
180.2734209,83.90662808
160.4736372,69.67483063
177.5541559,100.6509848
172.043651,79.63457996
180.5761089,90.18729699
178.1093622,85.85567717
167.1015814,75.42191141
181.6283957,91.8607522
182.1573649,99.91447929
181.4942047,96.76777168
176.2395151,77.71448366
178.1842129,86.89383015
183.1571453,91.03669944
181.915526,94.68992372
175.7860329,78.36943159
180.6082924,85.65598905
170.3534922,85.08183618
193.0398909,101.8043968
172.6853889,77.23594378
176.2286188,89.48528489
181.4168239,88.61596263
178.9973491,90.00133386
182.5240161,89.06337876
184.6990617,88.61211438
185.2202725,97.03443564
182.2748382,91.31522308
189.6597599,103.1741741
171.0022344,71.2275225
179.2097101,87.207936
165.5595789,76.8655329
177.1167741,89.64771857
182.2486133,97.9465672
175.184852,78.60402104
165.2047017,73.93737439
177.8528557,94.6237288
180.4284662,91.64347639
185.0937084,104.2085677
182.6773635,91.90194612
187.8780156,102.9755204
166.7878755,75.49752212
179.9791472,84.86949619
173.1177366,82.12362192
170.6319081,79.53831365
179.9766534,89.68752103
162.0798754,75.50539514
170.0519614,75.49648067
178.5129584,84.93904477
178.6216729,84.3978369
179.2378022,93.01025758
176.0071856,85.93906601
188.9486333,95.31977883
169.9064793,84.46064741
186.9987217,93.66321585
175.4900305,85.82579612
171.5567379,76.54885701
159.8217502,65.39465094
174.8793867,85.0841996
176.8139284,87.83145309
176.5697727,84.07274965
175.5315691,85.38647286
169.7298186,75.37392019
180.624846,91.78784271
172.1147514,86.88311361
169.0642811,73.49010837
170.4403996,79.81313328
176.7385625,87.70981411
183.5922171,87.40333268
175.7874719,84.44861269
175.3272453,89.8177372
166.205051,76.08006159
173.9025518,90.72300708
182.7860586,90.71006312
187.3492576,98.52916387
179.1525831,88.1339504
175.2938709,86.41540574
186.9744428,107.4017576
173.9673232,82.19596838
162.7926972,68.78409859
172.649286,77.43527267
179.919766,89.53392001
181.9848527,90.84835807
170.9712063,71.86494159
173.3372247,84.56007112
166.3121508,75.5929861
179.6060166,92.8755838
170.627333,79.1876489
172.0829854,81.00410436
173.8754557,84.08582954
183.6427821,88.32490985
166.1233013,72.39575262
166.7321637,73.79285091
176.3837498,81.70893813
172.7159595,77.9831848
182.0996248,87.04525553
186.9516368,99.5691237
170.8840817,79.97222477
183.1972715,97.72340293
174.2841625,88.05166228
